goodreads_book_id,isbn,authors,original_publication_year,original_title
252938,60827645,Erin Hunter,2006,Twilight
11690,1400033888,Orhan Pamuk,2003,İstanbul: Hatıralar ve Şehir
287655,452286107,"Clare Naylor, Mimi Hare",2004,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder
1990,140436146,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844,The Life and Adventures of Martin Chuzzlewit
71870,043985802X,John Marsden,1996,"Darkness, Be My Friend"
133488,449206521,James A. Michener,1947,Tales of the South Pacific
5845,330487140,V.S. Naipaul,1979,A Bend in the River
25852784,553447432,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City
21416690,1447256239,Genevieve Cogman,2015,The Invisible Library
112322,449911608,Anne Tyler,1991,Saint Maybe
9526,375714677,"Marjane Satrapi, Anjali Singh",2006,
541341,618665455,Mary Downing Hahn,2007,Deep and Dark and Dangerous: A Ghost Story
3130430,1416554955,"Melissa Anelli, J.K. Rowling",2008,"Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon"
3700085,545054745,Francisco X. Stork,2008,Marcelo in the Real World
228199,451190556,Stephen King,1996,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix"
623976,439925509,Brandon Sanderson,2007,Alcatraz Versus the Evil Librarians
13163846,145210655X,Jeffrey Brown,2012,Darth Vader and Son
2068,068482471X,Daniel C. Dennett,1995,Darwin's Dangerous Idea: Evolution and the Meanings of Life
68452,8370541291,Andrzej Sapkowski,1999,Pani Jeziora
244102,042518546X,C.J. Box,2001,Open Season
12926132,1599908735,Shannon Hale,2012,Palace of Stone
22725443,812997530,Jill Alexander Essbaum,2015,Hausfrau
386142,751534552,Amanda Brown,2001,Legally Blonde
4813,006054094X,Gavin Menzies,2002,1421: The Year China Discovered America
13513205,374386153,"Hope Larson, Madeleine L'Engle",2012,A Wrinkle in Time: The Graphic Novel
225343,679767959,Nora Ephron,1983,Heartburn
13528417,316211338,Liza Klaussmann,2012,Tigers in Red Weather
92375,451210743,Ken Follett,2002,Hornet Flight
39801,99464691,"Henning Mankell, Laurie Thompson",1993,Den vita lejoninnan
28485,553290983,"Margaret Weis, Tracy Hickman",1990,"Elven Star (The Death Gate Cycle, #2)"
52872,802170374,Sherman Alexie,2007,Flight: A Novel
12073,631231277,"Ludwig Wittgenstein, G.E.M. Anscombe",1953,Philosophische Untersuchungen
68524,312187149,Bernard Cornwell,1996,Enemy of God
579696,609804618,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source
294044,60521600,James Rollins,2003,Ice Hunt
29484,425212017,Laurell K. Hamilton,2006,Strange Candy
79016,312997124,Jeffrey Archer,1983,First Among Equals
53200,553374117,Stephen Hawking,1993,Black Holes and Baby Universes and Other Essays
179033,6473296,Stephen R. Donaldson,1977,"The Chronicles of Thomas Covenant, the Unbeliever"
8074967,425243915,Nalini Singh,2011,Archangel's Blade
31795,671739166,Will Durant,1926,The Story of Philosophy
110763,679724532,Elaine Pagels,1979,The Gnostic Gospels
242157,385338902,Jonathan Tropper,2007,How to Talk to a Widower
841973,345324390,Edgar Rice Burroughs,1913,The Gods of Mars
17570105,1442364459,"Vince Flynn, Kyle Mills, Armand Schultz",2015,The Survivor
8712343,575100133,Nalini Singh,2011,
18467818,802122515,Roxane Gay,2014,An Untamed State
2176735,374116342,Tim Winton,2008,Breath
164723,890420254,American Psychiatric Association,1952,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision)
104737,6514944,Laurie R. King,1995,A Monstrous Regiment of Women
40271,312850530,Orson Scott Card,1995,Alvin Journeyman (Tales of Alvin Maker #4)
17262236,1423183096,Elizabeth Wein,2013,Rose Under Fire
511240,1413903177,"Kiyohiko Azuma, あずま きよひこ",2003,よつばと! 1
35476,803283857,"Black Elk, John G. Neihardt",1932,Black Elk Speaks
6326920,385529376,Ben Mezrich,2009,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal"
1050383,034083384X,Jeffery Deaver,2007,The Sleeping Doll
252999,084394952X,Christine Feehan,2002,Dark Legend
107017,1401200605,"Jeph Loeb, Jim Lee, Scott Williams",2002,Batman Hush #1
13112023,778313654,Heather Gudenkauf,2012,One Breath Away
2967316,743292511,Greg Iles,2009,The Devil's Punchbowl
47944,142500593,Sara Ryan,2001,Empress of the World
2637138,345507460,Jim Butcher,2008,Welcome to the Jungle
6506307,553803190,Connie Willis,2010,Blackout
8389671,307393879,Alice Hoffman,2011,The Red Garden
42407,1405204664,Jean de Brunhoff,1933,Le Roi Babar
13623777,006174266X,Gordon Korman,2012,Ungifted
160194,1400031605,Michael Frayn,1982,Noises Off
372384,440225450,Harlan Coben,1999,The Final Detail
3972,380817934,Dan Simmons,2005,Olympos
3872,802715524,Tom Standage,2005,A History of the World in 6 Glasses
23398961,451470893,Karen   White,2015,
71622,446697435,Robert Hicks,2005,The Widow of the South
10790276,1414358466,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",2011,Courageous
6345760,763644102,"Kate DiCamillo, Yoko Tanaka",2009,The Magician's Elephant
31178,345477243,Anne Tyler,2001,Back When We Were Grownups
23289,097496090X,James Joyce,1914,The Dead
7831742,1606840584,Bree Despain,2010,The Lost Saint
4946005,553807145,Dean Koontz,2009,Relentless
73906,038070613X,Stephen R. Lawhead,1987,Taliesin. Book I of the Pendragon Cycle
13063,446695645,Carl Hiaasen,2002,
92956,812532597,Orson Scott Card,1992,The Memory of Earth
6751356,006170654X,Dolen Perkins-Valdez,2009,Wench
3556419,451412702,Karen Chance,2009,Curse the Dawn
26661,805423516,Beth Moore,2000,Praying God's Word: Breaking Free From Spiritual Strongholds
5946,679772669,Michael Ondaatje,1987,In the Skin of a Lion
5559,5559608475,"Jack Welch, John A. Byrne, Mike Barnicle",2001,Jack: Straight from the Gut
30125,60256575,Shel Silverstein,1981,The Missing Piece Meets the Big O
44559,60997028,"Milan Kundera, Aaron Asher",1969,Život je jinde
77477,345468694,Anna Quindlen,2002,Blessings
12900491,373776985,Gena Showalter,2012,Wicked Nights
28760,886774012,Mercedes Lackey,1990,Magic's Promise
25773504,1250010136,Lisa Scottoline,2016,
10799881,545415071,Meg Cabot,2012,Underworld
3698601,1416575642,Mark Bittman,2008,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes
60471,340752475,Rosamunde Pilcher,1995,Coming Home
133767,842332359,"Tim LaHaye, Jerry B. Jenkins",2004,Glorious Appearing: The End of Days
16158527,399159312,John Sandford,2013,Silken Prey
13593555,399157700,John Sandford,2012,
251665,679759328,Anita Brookner,1984,Hotel du Lac
151926,452276721,Pat Barker,1995,The Ghost Road
682793,553211587,Mark Twain,1893,The Tragedy of Puddn'head Wilson
208036,1888009039,"Aristotle, Joe Sachs",-330,τὰ μετὰ τὰ φυσικά
15793231,1250021529,Emily Murdoch,2013,If You Find Me
13065,044669570X,Carl Hiaasen,1991,Native Tongue
128940,312147015,Sandra Dallas,1995,The Persian Pickle Club
6763961,373210043,Rachel Vincent,2009,My Soul to Save
351023,141319623,Jill Murphy,,The Worst Witch
981463,689717385,"Cynthia Rylant, Stephen Gammell",1985,The Relatives Came
125502,340682388,Siri Hustvedt,2002,What I Loved
11133791,1416983309,Ellen Hopkins,2012,Tilt
2747288,345491149,Todd J. McCaffrey,2008,Dragonheart (Dragonriders of Pern)
17569860,149033274X,J.C. Reed,2013,
7980,142401447,Brian Jacques,1996,The Pearls of Lutra
4224060,670020478,"Ken Robinson, Lou Aronica",2009,The Element: A New View of Human Capacity
24611425,670025771,Geraldine Brooks,2015,The Secret Chord
18752959,1484721349,Rick Riordan,2014,
17443673,1482658143,Amy Harmon,2013,A Different Blue
2159007,1416544186,Chuck Klosterman,2008,Downtown Owl
797094,345459210,William C. Dietz,2003,The Flood
92846,345397673,Terry Brooks,2001,Antrax
676,375755195,Billy Collins,2001,Sailing Alone Around the Room: New and Selected Poems
12924253,62048546,Anna Carey,2012,Once
61909,671876465,Lois McMaster Bujold,1994,Mirror Dance
384457,312363044,"Jennifer Crusie, Bob Mayer",2007,Agnes and the Hitman
6493321,1596914521,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",2009,Logicomix: An Epic Search for Truth
7992363,2246760011,Laurent Binet,2009,HHhH
22693222,62305190,Kate Andersen Brower,2015,The Residence: Inside the Private World of the White House
16127237,345540875,Lori Nelson Spielman,2013,The Life List
11864728,61797081,Kelley Armstrong,2013,The Rising
80890,679417370,"Thomas Mann, John E. Woods, T.J. Reed",1901,Buddenbrooks: Verfall einer Familie
231560,1406507881,Anton Chekhov,1897,Дядя Ваня
10844125,031609739X,"James Patterson, Richard DiLallo",2011,The Christmas Wedding
18392,441010288,T.A. Barron,1996,The Lost Years of Merlin
6080889,778325644,Maria V. Snyder,2009,Storm Glass
11229,014118616X,"Iris Murdoch, Mary Kinzie",1978,"The Sea, the Sea"
13417946,1475145578,Jamie McGuire,2011,
103815,689857977,Margaret Peterson Haddix,2005,"Among the Enemy (Shadow Children, #6)"
129565,670032085,Dave Ramsey,1992,Financial Peace Revisited
43352,671888587,Mary Higgins Clark,1993,I'll Be Seeing You
7521400,307461181,Carol Burnett,2010,
12349,140280464,Ruth Ozeki,1998,My Year of Meats
60925,446696161,Octavia E. Butler,2005,Fledgling
401876,385337388,"Samuel Shem, John Updike",1978,The House of God
22749539,439874025,Pam Muñoz Ryan,2015,Echo
428862,039953346X,Keri Smith,2007,Wreck This Journal
70561,60007761,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973,"Архипелаг ГУЛАГ, 1918-1956"
270032,874778883,Heinrich Harrer,1952,Sieben Jahre in Tibet
6080420,307270742,J. Courtney Sullivan,2009,Commencement
592089,439395623,Suzanne Weyn,2004,The Bar Code Tattoo (Point Thriller)
8158992,1451649916,Kresley Cole,2013,MacRieve
8105569,446546313,Larry Levin,2009,Oogy: The Dog Only a Family Could Love
36064,037572737X,James Ellroy,1995,American Tabloid
7124101,1442408626,Thomas E. Sniegoski,2010,"The Fallen and Leviathan (The Fallen, #1-2)"
20082,345419391,Anne McCaffrey,1989,The Renegades of Pern
2530,156005204,"José Saramago, Giovanni Pontiero",1982,Memorial do Convento
153136,688044026,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",1988,The Cake Bible
23507745,1484709012,Robert  Beatty,2015,Serafina and the Black Cloak
599090,1857239407,"Alan Dean Foster, George Lucas",1976,Star Wars: From the Adventures of Luke Skywalker
6021523,345498208,Nancy Thayer,2009,Summer House
331695,1592400825,Sarah Turnbull,2003,Almost French: Love and a New Life in Paris
43797,345476867,Anne Rice,1998,Pandora / Vittorio the Vampire (New Tales of the Vampires)
9266769,61728934,Candace Bushnell,2011,Summer and the City
142545,1410400964,Jeffery Deaver,2002,The Stone Monkey
210243,042520426X,J.D. Robb,2005,Origin in Death
148769,689849230,Angela Johnson,2003,The First Part Last
7783191,307459659,"Christopher Chabris, Daniel Simons",2010,The Invisible Gorilla
84842,055358359X,Tami Hoag,2006,Prior Bad Acts
608906,61131644,Erin Hunter,2007,Firestar's Quest
1833852,385521723,Steve Toltz,2008,A Fraction of the Whole
13531024,763655996,Jon Klassen,2012,This is Not My Hat
4924862,761147489,Ramit Sethi,2009,I Will Teach You To Be Rich
23197346,446580856,Nelson DeMille,2015,Radiant Angel
11436,84386874,"Karen Kingsbury, Gary Smalley",2004,Rejoice
8492907,385530803,Michio Kaku,2011,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100 
13597723,1423168232,Jennifer Lynn Barnes,2013,The Naturals
87425,1405208198,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1960,
39798,99459051,"Henning Mankell, Ebba Segerberg",1997,Brandvägg
2073686,081099478X,"Michael Buckley, Peter Ferguson",2008,Tales From the Hood
844051,316611689,"Charles Bernard Nordhoff, James Norman Hall",1932,Mutiny on the Bounty
1015311,1931514941,Ken Akamatsu,1999,ラブひな #1
19049,075730334X,"William Arntz, Betsy Chasse, Mark Vicente",2005,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality
15954540,1612187005,Jeff Wheeler,2011,The Wretched of Muirwood
891812,380753022,Johanna Lindsey,1990,Gentle Rogue
22886868,62429973,Terry Pratchett,2015,The Shepherd's Crown
54620,192805622,"Elizabeth Gaskell, Shirley Foster",1848,Mary Barton
115476,486424529,Joseph Conrad,1904,Nostromo: a Tale of the Seaboard
13333093,758278438,Ellen Marie Wiseman,2012,The Plum Tree
13621,1421506289,"Tsugumi Ohba, Takeshi Obata",2005,デスノート #7 (Desu Nōto) Zero (零)
4345290,980003431,Michael J. Sullivan,2008,The Crown Conspiracy
15767586,1250029880,Sherrilyn Kenyon,2013,Styxx
59142,019280474X,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",1833,Eugénie Grandet
19552,039458404X,"Marcella Hazan, Karin Kretschmann",1992,Essentials of Classic Italian Cooking
82991,312340710,"Arnaldur Indriðason, Bernard Scudder",2001,Grafarþögn
11387392,803737203,Jess Rothenberg,2012,The Catastrophic History of You and Me
7906105,805090053,April Henry,2010,"Girl, Stolen"
1211904,1590388003,Obert Skye,2007,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)"
8046680,1935618040,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",2011,The girl who was on fire
394683,006444001X,"Russell Hoban, Lillian Hoban",1970,A Bargain for Frances
15806231,399158820,J.D. Robb,2013,Calculated in Death
22929741,1555977073,Maggie Nelson,2015,The Argonauts
502295,316005274,"Jann S. Wenner, Corey Seymour",2007,Gonzo: The Life of Hunter S. Thompson
25664459,374106681,Dominic Smith,2016,The Last Painting of Sara de Vos
10421530,758266944,Jennifer Estep,2011,Kiss of Frost
920780,439050235,David Shannon,2002,Duck On A Bike
10518423,1401341705,Margaret Leroy,2011,The Collaborator
432,140097317,Paul Auster,1985,City of Glass
87264,850515025,Machado de Assis,1880,Memórias Póstumas de Brás Cubas
7264206,61160881,Elizabeth  George,2010,This Body of Death
773514,553262149,L.M. Montgomery,1925,Emily Climbs
2152871,446500046,Jacqueline Carey,2001,Kushiel's Mercy
39933,006000942X,Thomas C. Foster,2003,
12040447,765332000,Orson Scott Card,2011,Shadows in Flight
20705702,62289241,Ilona Andrews,2014,Burn For Me
1689469,743281640,Robert Crais,2008,Chasing Darkness
301023,810987880,Lauren Myracle,2004,"ttyl (Internet Girls, #1)"
34548,312291450,Bruce Campbell,2001,If Chins Could Kill: Confessions of a B Movie Actor
1898916,1421515636,"Matsuri Hino, Tomo Kimura",2006,ヴァンパイア騎士 4
1821187,3499237709,"Denis Johnson, Bettina Abarbanell",2002,Train Dreams
16248196,62219685,Rolf Dobelli,2011,Die Kunst des klaren Denkens
1296415,152002650,Ellen Stoll Walsh,1989,Mouse Paint
901680,3822859710,Ulrich Bischoff,1990,Edvard Munch
48697,631227083,"Charles Harrison, Paul Wood",2002,"Art in Theory, 1900-2000: An Anthology of Changing Ideas"
9677870,811879542,"Hervé Tullet, Christopher Franceschelli",2010,Un livre
828483,340894334,Robert Muchamore,2005,The Killing (Cherub #4)
43929,752849190,Harlan Coben,1999,Darkest Fear
724371,192723715,"Alfred Tennyson, Charles Keeping",1833,The Lady of Shalott
95661,689875460,Lisi Harrison,2005,"Revenge of the Wannabes (The Clique, #3)"
80449,019283617X,"Friedrich Nietzsche, Douglas Smith",1887,Zur Genealogie der Moral
133017,1563890526,"Jamie Delano, John Ridgway, Alfredo Alcalá",1988,"John Constantine, Hellblazer: Volume 1: Original Sins"
10604115,1401341764,"Jane Lynch, Lisa Dickey",2011,
13007638,749955910,J.D. Robb,2012,Celebrity in Death
62032,1585678449,"Walter Moers, John Brownjohn",1999,Die 13½ Leben des Käpt'n Blaubär 
530793,140132937,Antonia Fraser,1992,The Wives of Henry VIII
10659536,61998168,Shel Silverstein,2011,Every Thing On It
489972,394839730,Raymond Briggs,1978,The Snowman
18655937,62333046,Jay Crownover,2014,
61665,345379187,"Carl Sagan, Ann Druyan",1997,Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium
6433836,399155988,John Sandford,2009,Rough Country
46917,449911934,John Updike,1971,Rabbit Redux
78408,60562250,Lemony Snicket,2002,Lemony Snicket: The Unauthorized Autobiography
194618,330344951,Winston Graham,1945,Ross Poldark
25663888,1250067847,Gregg Hurwitz,2016,Orphan X
7940591,1587672286,Stephen King,2010,Blockade Billy
31271,752858637,Robert Ludlum,1973,The Matlock Paper
736376,1565125525,Roland Merullo,2007,Breakfast with Buddha
29022,140449213,"Suetonius, Michael Grant, Robert Graves",119,De vita Caesarum 
18039755,1627761314,"Ibraheem Abbas, إبراهيم عباس, Yasser Bahjatt",2013,حوجن
360562,140294295,Bernard Cornwell,1988,Sharpe's Rifles
192214,345479335,R.A. Salvatore,1999,"Vector Prime (Star Wars: The New Jedi Order, #1)"
24767,60519568,Scott Westerfeld,2005,"Touching Darkness (Midnighters, #2)"
3545387,1416593381,Lisa Lutz,2009,Revenge of the Spellmans
15811520,1594205345,Charlie LeDuff,2013,
93575,61043494,Dorothy L. Sayers,1935,Gaudy Night
17158532,174348495X,C.S. Pacat,2016,Kings Rising
287861,60082097,Philip Reeve,2001,Mortal Engines
10399742,1846058317,"James Patterson, Mark Pearson",2011,Private London
6659254,451463072,Faith Hunter,2010,Blood Cross
776159,394758250,Raymond Chandler,1943,The Lady in the Lake
232958,439673631,"Bernadette Rossetti-Shustak, Caroline Jayne Church",2005,I Love You Through And Through
